ID,target
ID_14DIR0G,0.0
ID_14DLA4T,0.0
ID_14ERM8T,0.0
ID_14IJS4A,0.0
ID_14JLJ2J,0.0
ID_14KSO0A,0.0
ID_14LMA1B,0.0
ID_14NAK3I,0.0
ID_14RGQ6L,0.0
ID_14SVK2J,0.0
ID_14TDO8Z,0.0
ID_14YHC7L,0.0
ID_14YKJ2G,0.0
ID_15BTO0K,0.0
ID_15DOK8T,0.0
ID_15GEP4N,0.0
ID_15JSX6Y,0.0
ID_15JUC0R,0.0
ID_15MON8P,0.0
ID_15QMZ4T,0.0
ID_15SEP6K,0.0
ID_15SJT3B,0.0
ID_16CSR5Y,0.0
ID_16DEV2H,0.0
ID_16EKZ9F,0.0
ID_16HBZ8B,0.0
ID_16IXG5M,0.0
ID_16JHW3Z,0.0
ID_16JXP4Q,0.0
ID_16PUJ8V,0.0
ID_16SWQ8K,0.0
ID_16TXV2W,0.0
ID_16WSS5E,0.0
ID_16WUY7G,0.0
ID_16XRG5O,0.0
ID_17BWD2E,0.0
ID_17CQN6Q,0.0
ID_17FQL8V,0.0
ID_17GGL3Y,0.0
ID_17JSU3P,0.0
ID_17JXU6R,0.0
ID_17ROJ7L,0.0
ID_17VMB6U,0.0
ID_17YGL3I,0.0
ID_17ZTF2J,0.0
ID_18GTJ2B,0.0
ID_18IFR5T,0.0
ID_18KFF0Q,0.0
ID_18OSF4W,0.0
ID_18PVU2K,0.0
ID_18RIJ1K,0.0
ID_18TRM5H,0.0
ID_18TVO5T,0.0
ID_18VHN2Z,0.0
ID_18VUA1E,0.0
ID_18YHF4S,0.0
ID_18YHO2B,0.0
ID_19FSP0S,0.0
ID_19GEC9N,0.0
ID_19SCG8K,0.0
ID_19UGS7O,0.0
ID_19XBN3L,0.0
ID_19ZBA1J,0.0
ID_19ZUW8K,0.0
ID_20AMM9V,0.0
ID_20EGZ2L,0.0
ID_20GRE6E,0.0
ID_20HHJ5O,0.0
ID_20HSV8O,0.0
ID_20HWD6C,0.0
ID_20IXA3V,0.0
ID_20KXH3C,0.0
ID_20LJK2O,0.0
ID_20LNX9K,0.0
ID_20MNN8W,0.0
ID_20MQZ2P,0.0
ID_20PRD2G,0.0
ID_20PUF1K,0.0
ID_20PVR7R,0.0
ID_20RCV3D,0.0
ID_20RRV6Z,0.0
ID_20YHO3T,0.0
ID_20YPS0M,0.0
ID_20ZRR6O,0.0
ID_21BYU7J,0.0
ID_21FOC4I,0.0
ID_21OBE2F,0.0
ID_21ONH6Q,0.0
ID_21QXC4K,0.0
ID_21TFC4Y,0.0
ID_21WKZ8Z,0.0
ID_21XNJ5M,0.0
ID_21YOV0V,0.0
ID_22BAU6T,0.0
ID_22BQZ2Q,0.0
ID_22JZF5W,0.0
ID_22KTD3N,0.0
ID_22KUM5G,0.0
ID_22QLJ8V,0.0
ID_22RAM2I,0.0
ID_22WKJ2C,0.0
ID_23BJF1V,0.0
ID_23BTF3P,0.0
ID_23DYC8C,0.0
ID_23GJW0I,0.0
ID_23GPT5A,0.0
ID_23JSY6U,0.0
ID_23KBA3I,0.0
ID_23LII4F,0.0
ID_23MXP0Z,0.0
ID_23NLR6G,0.0
ID_23OBC6D,0.0
ID_23XOW6Q,0.0
ID_23ZLB4R,0.0
ID_24AHG5O,0.0
ID_24BDB7X,0.0
ID_24CGJ9F,0.0
ID_24CKD2H,0.0
ID_24HGH0G,0.0
ID_24IGF6C,0.0
ID_24IXE7T,0.0
ID_24MDI5M,0.0
ID_24NPR7K,0.0
ID_24OHU8J,0.0
ID_24OJJ4E,0.0
ID_24POD7D,0.0
ID_24TXP8Y,0.0
ID_24VEO9J,0.0
ID_24WWG4L,0.0
ID_25AKT5X,0.0
ID_25ELT1Y,0.0
ID_25FRE6J,0.0
ID_25FTN3X,0.0
ID_25RGQ9E,0.0
ID_25TAO0W,0.0
ID_25TNE8D,0.0
ID_25WLF3W,0.0
ID_25YTO3L,0.0
ID_25ZDA5Y,0.0
ID_25ZUX8K,0.0
ID_26ARF1A,0.0
ID_26DRJ4Y,0.0
ID_26IEL2X,0.0
ID_26IHV8Z,0.0
ID_26KCO0V,0.0
ID_26KTZ0F,0.0
ID_26LXS8P,0.0
ID_26ONR0K,0.0
ID_26QDX0U,0.0
ID_26SFS6Z,0.0
ID_26WOX7P,0.0
ID_26WPO8B,0.0
ID_26YAJ8R,0.0
ID_26YTF7J,0.0
ID_27ARZ9B,0.0
ID_27CRT1B,0.0
ID_27FVR0S,0.0
ID_27HTF0D,0.0
ID_27IOI6P,0.0
ID_27JLL0P,0.0
ID_27LPU2T,0.0
ID_27MWJ2F,0.0
ID_27PPB6O,0.0
ID_27SUG4N,0.0
ID_27UXV8Z,0.0
ID_27YII1V,0.0
ID_28BRC8Y,0.0
ID_28FDP9T,0.0
ID_28HAL6M,0.0
ID_28IML5A,0.0
ID_28JOF2O,0.0
ID_28KDW5O,0.0
ID_28PQR7S,0.0
ID_28TNH3U,0.0
ID_28UNL4B,0.0
ID_28UVH5P,0.0
ID_28VGC7K,0.0
ID_28VWH8S,0.0
ID_28ZOJ5T,0.0
ID_29CWC7O,0.0
ID_29GZS2I,0.0
ID_29ISY6I,0.0
ID_29JIN6Y,0.0
ID_29NEE0K,0.0
ID_29QDV4Y,0.0
ID_29RVK8D,0.0
ID_29SOH3H,0.0
ID_29VQP6U,0.0
ID_29XDA5D,0.0
ID_30EPC0T,0.0
ID_30KBG5F,0.0
ID_30LFY8I,0.0
ID_30SWO6S,0.0
ID_30VCQ5M,0.0
ID_30XBY9P,0.0
ID_30ZQJ9Z,0.0
ID_30ZSH3B,0.0
ID_31BJI6A,0.0
ID_31DHO2C,0.0
ID_31DKA7B,0.0
ID_31FUX4H,0.0
ID_31GKR0H,0.0
ID_31LWD6L,0.0
ID_31MRW9Y,0.0
ID_31NFW0V,0.0
ID_31PIK4I,0.0
ID_31SHA4M,0.0
ID_31VVW1P,0.0
ID_31YMD6Q,0.0
ID_32APB7C,0.0
ID_32CXV5S,0.0
ID_32GFB6F,0.0
ID_32HDR1A,0.0
ID_32IJR2L,0.0
ID_32KCW6V,0.0
ID_32MWO9B,0.0
ID_32NGZ9A,0.0
ID_32OKE2P,0.0
ID_32PEY5O,0.0
ID_32QJU0F,0.0
ID_32XEB0F,0.0
ID_33AFK3V,0.0
ID_33BNL1G,0.0
ID_33EZW9M,0.0
ID_33GER7R,0.0
ID_33IXM1F,0.0
ID_33LGI2E,0.0
ID_33MBS3W,0.0
ID_33NKY3Y,0.0
ID_33NMN6I,0.0
ID_33PQR3Z,0.0
ID_33PSJ3X,0.0
ID_33QSZ1O,0.0
ID_33SUL3T,0.0
ID_33TFE8O,0.0
ID_33XQR2B,0.0
ID_33YGF2K,0.0
ID_33YJW5O,0.0
ID_33ZNU6A,0.0
ID_34DHM5N,0.0
ID_34EQX0T,0.0
ID_34GVH8P,0.0
ID_34HAE0O,0.0
ID_34IDM0N,0.0
ID_34PEN6G,0.0
ID_34STP5N,0.0
ID_34UAT2D,0.0
ID_34UIY9R,0.0
ID_34WON3A,0.0
ID_35AKT9O,0.0
ID_35NCR4O,0.0
ID_35NJH8V,0.0
ID_35OJI0A,0.0
ID_35POP7H,0.0
ID_35PTU9A,0.0
ID_35RSM7N,0.0
ID_36AQC4W,0.0
ID_36DHJ3T,0.0
ID_36DYR2W,0.0
ID_36HJT7N,0.0
ID_36HVL7P,0.0
ID_36IVX3X,0.0
ID_36LUQ0S,0.0
ID_36SSS6W,0.0
ID_36TAZ9P,0.0
ID_36UMT1Q,0.0
ID_36YFU0A,0.0
ID_36ZPP6C,0.0
ID_37EHY4O,0.0
ID_37GJC0W,0.0
ID_37JPG4U,0.0
ID_37KTC5K,0.0
ID_37MHL7M,0.0
ID_37PUI9X,0.0
ID_37TDK7L,0.0
ID_37XUS9U,0.0
ID_38BUY5K,0.0
ID_38HLH8V,0.0
ID_38HNB6V,0.0
ID_38MSQ8W,0.0
ID_38MWX4L,0.0
ID_38OYF8H,0.0
ID_38RWU7L,0.0
ID_38TUM0Y,0.0
ID_38UWP4K,0.0
ID_38UZV7G,0.0
ID_38WDS8X,0.0
ID_38WEY1D,0.0
ID_38XYY0P,0.0
ID_38XZA2D,0.0
ID_39BJT5X,0.0
ID_39DKI8R,0.0
ID_39ESH0G,0.0
ID_39FIN4V,0.0
ID_39HIS4C,0.0
ID_39IXE0X,0.0
ID_39MRY0H,0.0
ID_39OVR1X,0.0
ID_39PXW0C,0.0
ID_39QKV8T,0.0
ID_39QTK9U,0.0
ID_39ZIM0U,0.0
ID_40BZC1O,0.0
ID_40DBB0M,0.0
ID_40DFL3S,0.0
ID_40FRM2M,0.0
ID_40IAC7Y,0.0
ID_40JKY2Y,0.0
ID_40MXH0Q,0.0
ID_40OAO7F,0.0
ID_40ODM9H,0.0
ID_40OJB5C,0.0
ID_40PET8C,0.0
ID_40PNP4J,0.0
ID_40RWJ0A,0.0
ID_40SNH6B,0.0
ID_40SXE6Y,0.0
ID_40VWP3A,0.0
ID_40YVQ2D,0.0
ID_40ZAV6G,0.0
ID_40ZOH1M,0.0
ID_41AMY9J,0.0
ID_41AZU6E,0.0
ID_41EQA9R,0.0
ID_41JPG1W,0.0
ID_41KZA9S,0.0
ID_41MFN2X,0.0
ID_41MVN2M,0.0
ID_41QAX9U,0.0
ID_41SPB0V,0.0
ID_41TMY5U,0.0
ID_41ZXL1B,0.0
ID_42BVD8X,0.0
ID_42GGZ7U,0.0
ID_42IKH3D,0.0
ID_42JNK4Q,0.0
ID_42OND4Z,0.0
ID_42RDM5P,0.0
ID_42TBB2G,0.0
ID_42UXQ7K,0.0
ID_42XDD7B,0.0
ID_42XIY7Y,0.0
ID_43GBL1X,0.0
ID_43HUY3I,0.0
ID_43HVS5U,0.0
ID_43MVX1U,0.0
ID_43NFV3W,0.0
ID_43OZS2Y,0.0
ID_43RIE5G,0.0
ID_43SKQ0Z,0.0
ID_43SNT3M,0.0
ID_43WGT3H,0.0
ID_44CXW1O,0.0
ID_44DOV9S,0.0
ID_44JGV4X,0.0
ID_44JUE7C,0.0
ID_44LOK3Q,0.0
ID_44MMZ1M,0.0
ID_44NKF9P,0.0
ID_44SQA8B,0.0
ID_44UQC2J,0.0
ID_45BNE8G,0.0
ID_45BVX7E,0.0
ID_45DFA4P,0.0
ID_45EQM6Z,0.0
ID_45JPJ9G,0.0
ID_45KSR3S,0.0
ID_45LUN3B,0.0
ID_45NCH8P,0.0
ID_45NMZ0J,0.0
ID_45PWZ6W,0.0
ID_45SUO2O,0.0
ID_46AWR0D,0.0
ID_46DUC2J,0.0
ID_46DZW0Q,0.0
ID_46HYK3X,0.0
ID_46JPU1N,0.0
ID_46LBV8M,0.0
ID_46LHA8U,0.0
ID_46LWS8F,0.0
ID_46MXH3A,0.0
ID_46RBX8K,0.0
ID_46TJN0C,0.0
ID_46TLH5B,0.0
ID_46ULZ7I,0.0
ID_46VWG6N,0.0
ID_46WVE7M,0.0
ID_46XKI7I,0.0
ID_46ZMS7T,0.0
ID_47CXC1G,0.0
ID_47DFI8K,0.0
ID_47EPO9L,0.0
ID_47LBS0T,0.0
ID_47OAJ2N,0.0
ID_47OML0O,0.0
ID_47QAN4L,0.0
ID_47QGQ1Q,0.0
ID_47QWI4G,0.0
ID_47RKY7I,0.0
ID_47SDJ6V,0.0
ID_47WQK9K,0.0
ID_48AYN4E,0.0
ID_48BUR8K,0.0
ID_48CJW6Z,0.0
ID_48CMU6E,0.0
ID_48COD3H,0.0
ID_48ELA7D,0.0
ID_48LRH7V,0.0
ID_48PCZ5B,0.0
ID_48QDD1V,0.0
ID_48QUN3W,0.0
ID_48QWP6J,0.0
ID_48QXE9B,0.0
ID_48THF4T,0.0
ID_48TMA4R,0.0
ID_48UFF9K,0.0
ID_48VFD1S,0.0
ID_48VPD7D,0.0
ID_48WYI3W,0.0
ID_48YZO7D,0.0
ID_49BLY1T,0.0
ID_49EKT5Y,0.0
ID_49FHI4G,0.0
ID_49IJR5O,0.0
ID_49KEZ3C,0.0
ID_49NVN7H,0.0
ID_49PUF0G,0.0
ID_49TGG0Z,0.0
ID_49UGZ3E,0.0
ID_50AOD9R,0.0
ID_50DPA0P,0.0
ID_50FMK2N,0.0
ID_50HUK4M,0.0
ID_50JAY8B,0.0
ID_50JBY5K,0.0
ID_50KUF5R,0.0
ID_50LMC0Z,0.0
ID_50MUL1Z,0.0
ID_50QMM4S,0.0
ID_50TMN4C,0.0
ID_50ZBA9Z,0.0
ID_50ZPB4P,0.0
ID_50ZSJ6M,0.0
ID_51BFZ8E,0.0
ID_51CNH9K,0.0
ID_51IHP6M,0.0
ID_51JUO7I,0.0
ID_51RGN5F,0.0
ID_51XCU5D,0.0
ID_52DIZ4N,0.0
ID_52DKU3K,0.0
ID_52DVO5D,0.0
ID_52FKR1P,0.0
ID_52GVB0A,0.0
ID_52KZA5S,0.0
ID_52MIO9B,0.0
ID_52UGD0O,0.0
ID_52WHI8R,0.0
ID_52WNL7T,0.0
ID_52XWR5R,0.0
ID_52YZS6W,0.0
ID_52ZLQ7T,0.0
ID_52ZST7E,0.0
ID_53BKU4Q,0.0
ID_53BWK6Y,0.0
ID_53EAY2O,0.0
ID_53ESG0L,0.0
ID_53JHG8H,0.0
ID_53NWF0P,0.0
ID_53SBY6A,0.0
ID_53VNL6Z,0.0
ID_53WEW5Z,0.0
ID_53XHA0C,0.0
ID_53XJS0M,0.0
ID_53XYN8C,0.0
ID_53ZJM9B,0.0
ID_54AAN3K,0.0
ID_54ALK2E,0.0
ID_54BVZ8I,0.0
ID_54DLU4S,0.0
ID_54EDE7C,0.0
ID_54IQC3X,0.0
ID_54JYO4B,0.0
ID_54KEL8N,0.0
ID_54OSL1C,0.0
ID_54SBN3K,0.0
ID_54SHZ9B,0.0
ID_54ULL7T,0.0
ID_54UNJ9T,0.0
ID_54YHD3Z,0.0
ID_54YVR0O,0.0
ID_55AWC4B,0.0
ID_55BFO6D,0.0
ID_55DOZ6D,0.0
ID_55ELA9E,0.0
ID_55ESV2N,0.0
ID_55KRC4S,0.0
ID_55KYF2G,0.0
ID_55OMQ9J,0.0
ID_55PJA7Y,0.0
ID_55SLW1W,0.0
ID_55UTN3J,0.0
ID_55WSI3T,0.0
ID_55WUD7D,0.0
ID_56BTW1X,0.0
ID_56EGZ8W,0.0
ID_56HPM6C,0.0
ID_56HUH9X,0.0
ID_56HVJ0P,0.0
ID_56LXV7I,0.0
ID_56SUV5R,0.0
ID_57BLH3T,0.0
ID_57BMD8E,0.0
ID_57DOW0A,0.0
ID_57GIJ4J,0.0
ID_57ISM1U,0.0
ID_57ISU0P,0.0
ID_57LMU2D,0.0
ID_57NKD0A,0.0
ID_57QLS3F,0.0
ID_57RSL3L,0.0
ID_57TOC6N,0.0
ID_57TYU5M,0.0
ID_57UVW2P,0.0
ID_57XAE9A,0.0
ID_57YEA4J,0.0
ID_57ZOV8V,0.0
ID_58BVJ6A,0.0
ID_58BXF4U,0.0
ID_58FKY4Q,0.0
ID_58IFH6V,0.0
ID_58OGG3B,0.0
ID_58YGC5N,0.0
ID_58YPF1W,0.0
ID_58ZVZ4R,0.0
ID_59AQN6W,0.0
ID_59AYC7E,0.0
ID_59CDJ4V,0.0
ID_59EWH9H,0.0
ID_59GJX2L,0.0
ID_59HXJ7X,0.0
ID_59IEU4T,0.0
ID_59IYG1B,0.0
ID_59LHJ0E,0.0
ID_59SBA9H,0.0
ID_59TUQ9B,0.0
ID_59XBR8G,0.0
ID_59XCQ7F,0.0
ID_59ZSW5E,0.0
ID_60BJF3O,0.0
ID_60DVU8E,0.0
ID_60FCN3M,0.0
ID_60HDZ5O,0.0
ID_60LTD6K,0.0
ID_60MVI8A,0.0
ID_60QQR8S,0.0
ID_60XXH5A,0.0
ID_60YCF0L,0.0
ID_60YFW7R,0.0
ID_60ZNJ4G,0.0
ID_61DHI3I,0.0
ID_61FCH4D,0.0
ID_61FQS9S,0.0
ID_61GDQ4N,0.0
ID_61GEF9H,0.0
ID_61IHX9R,0.0
ID_61JTB8H,0.0
ID_61OXS1A,0.0
ID_61QMW3Q,0.0
ID_61RTS8M,0.0
ID_61RVH0S,0.0
ID_61UYK7J,0.0
ID_61WHU0R,0.0
ID_61ZLR3Q,0.0
ID_62DRX1F,0.0
ID_62IOZ8R,0.0
ID_62IVU4P,0.0
ID_62IWT3I,0.0
ID_62MHC2B,0.0
ID_62QOO2X,0.0
ID_62XFM4N,0.0
ID_63BDV6X,0.0
ID_63CDH5H,0.0
ID_63GHB0D,0.0
ID_63HXV2X,0.0
ID_63JZG6D,0.0
ID_63OFB5F,0.0
ID_63OFR1R,0.0
ID_63OYR1Z,0.0
ID_63PFX4I,0.0
ID_63PJH3I,0.0
ID_63PST8Q,0.0
ID_63QWZ2L,0.0
ID_63TRZ2O,0.0
ID_63WKJ5O,0.0
ID_63XPW2V,0.0
ID_64BCO3C,0.0
ID_64BLQ1G,0.0
ID_64BNL7X,0.0
ID_64DXJ1L,0.0
ID_64GOS9G,0.0
ID_64KFQ4L,0.0
ID_64MVP3Y,0.0
ID_64MYD1U,0.0
ID_64PLS5U,0.0
ID_64QHL5Z,0.0
ID_64RCI1T,0.0
ID_64REX9O,0.0
ID_64RHR7O,0.0
ID_64URA7X,0.0
ID_64XHP2U,0.0
ID_65FCX6L,0.0
ID_65JKH8E,0.0
ID_65KFM8A,0.0
ID_65KUK7R,0.0
ID_65LDF9A,0.0
ID_65NJI7G,0.0
ID_65OLV1Y,0.0
ID_65PLK9W,0.0
ID_65RSN8V,0.0
ID_65SUI4Q,0.0
ID_65UYO8B,0.0
ID_65VID6K,0.0
ID_65VSO4Q,0.0
ID_65WQM9H,0.0
ID_65XZC3A,0.0
ID_65ZFI0O,0.0
ID_66AXI1S,0.0
ID_66CSA0U,0.0
ID_66DGR9P,0.0
ID_66ENG8F,0.0
ID_66LES7I,0.0
ID_66RAN6N,0.0
ID_66RUJ8O,0.0
ID_66TOL0N,0.0
ID_66VAT3Q,0.0
ID_66ZVQ8S,0.0
ID_67DPC4S,0.0
ID_67FYR9K,0.0
ID_67KSX6H,0.0
ID_67MDE6S,0.0
ID_67WSN0L,0.0
ID_67XOC7N,0.0
ID_68ALT4A,0.0
ID_68ASG2B,0.0
ID_68CSR9Z,0.0
ID_68DWZ2I,0.0
ID_68EFG8C,0.0
ID_68FMF8M,0.0
ID_68MFK4F,0.0
ID_68OES9A,0.0
ID_68RJN8A,0.0
ID_68TEK4K,0.0
ID_68USI2X,0.0
ID_68XSY8V,0.0
ID_69CJH8O,0.0
ID_69CMV3B,0.0
ID_69DNY6N,0.0
ID_69DXB1O,0.0
ID_69HZJ3F,0.0
ID_69IKS8C,0.0
ID_69MZB0Q,0.0
ID_69NEF7T,0.0
ID_69PKH6I,0.0
ID_69TML0E,0.0
ID_69TQH0U,0.0
ID_69WJS9W,0.0
ID_70ARD2H,0.0
ID_70BMQ2W,0.0
ID_70IJU7I,0.0
ID_70JFP6R,0.0
ID_70MBK9F,0.0
ID_70NYQ5E,0.0
ID_70RAX3V,0.0
ID_70RPO1U,0.0
ID_70SIJ6Q,0.0
ID_70WWN6P,0.0
ID_70ZSM9H,0.0
ID_71BMV1Z,0.0
ID_71BWL3X,0.0
ID_71CTX7T,0.0
ID_71DZQ9T,0.0
ID_71LLC8H,0.0
ID_71ODJ7W,0.0
ID_71OPM6O,0.0
ID_71PYA2U,0.0
ID_71THP2V,0.0
ID_71VDV0W,0.0
ID_72MIH3Q,0.0
ID_72PRG7F,0.0
ID_72UBX7H,0.0
ID_72XGB0W,0.0
ID_72XHP1T,0.0
ID_72XTB7Y,0.0
ID_73BCS7O,0.0
ID_73BUN3K,0.0
ID_73CER3F,0.0
ID_73FNA2P,0.0
ID_73GGB5C,0.0
ID_73ICA1G,0.0
ID_73IWS4T,0.0
ID_73JEC1D,0.0
ID_73JGN3Y,0.0
ID_73JIX3N,0.0
ID_73MFD3H,0.0
ID_73NFP7F,0.0
ID_73OXT5J,0.0
ID_73QSG6U,0.0
ID_73UXZ4U,0.0
ID_73XOG6H,0.0
ID_74ECI9G,0.0
ID_74HPV9C,0.0
ID_74IUM4P,0.0
ID_74IVS4W,0.0
ID_74MDR2D,0.0
ID_74NBN2Q,0.0
ID_74PAD9Y,0.0
ID_74QAP9W,0.0
ID_74QQS6Z,0.0
ID_74QUL2S,0.0
ID_74RSV4P,0.0
ID_74RYC5L,0.0
ID_74SBT0X,0.0
ID_74SZM6Q,0.0
ID_74TVI8S,0.0
ID_74UQI8W,0.0
ID_74XNO2N,0.0
ID_74YDT1J,0.0
ID_74YIH0C,0.0
ID_74YSR4Y,0.0
ID_74YXH6R,0.0
ID_75BWR2L,0.0
ID_75DFU4G,0.0
ID_75GHX5T,0.0
ID_75HZM0H,0.0
ID_75III4S,0.0
ID_75JTO9G,0.0
ID_75KIK9E,0.0
ID_75MSG4L,0.0
ID_75SJG8D,0.0
ID_75TNT4E,0.0
ID_76BML2L,0.0
ID_76JOQ3M,0.0
ID_76JXP2O,0.0
ID_76KYE5A,0.0
ID_76MFH4D,0.0
ID_76ODB0S,0.0
ID_76RBN0R,0.0
ID_76SYT5F,0.0
ID_76VDW0T,0.0
ID_76VKX3S,0.0
ID_77EWO0Q,0.0
ID_77FMS2T,0.0
ID_77ITY0Z,0.0
ID_77JTW2H,0.0
ID_77KXN5L,0.0
ID_78ARC3P,0.0
ID_78DOJ8B,0.0
ID_78IAK8K,0.0
ID_78IFS0X,0.0
ID_78NPH4N,0.0
ID_78QIU8F,0.0
ID_78QVS5Y,0.0
ID_78RRJ9X,0.0
ID_78RWW0P,0.0
ID_78SKJ7R,0.0
ID_78VXJ2N,0.0
ID_79ANX7O,0.0
ID_79AZN2O,0.0
ID_79BGJ4U,0.0
ID_79BGX9Z,0.0
ID_79BQU9W,0.0
ID_79CMI5S,0.0
ID_79DDD4H,0.0
ID_79EIK7U,0.0
ID_79FIX1I,0.0
ID_79FMR3Z,0.0
ID_79FSO8N,0.0
ID_79GCT9B,0.0
ID_79HGD7I,0.0
ID_79NCR1V,0.0
ID_79OPJ4R,0.0
ID_79TXS0F,0.0
ID_79UCN1B,0.0
ID_79WHW0P,0.0
ID_79XYV8D,0.0
ID_80AUT2J,0.0
ID_80GGI7E,0.0
ID_80GYZ8L,0.0
ID_80HKV9V,0.0
ID_80JAM0U,0.0
ID_80KTO4P,0.0
ID_80KVJ2N,0.0
ID_80MYW7N,0.0
ID_80OEN4H,0.0
ID_80PVA3I,0.0
ID_80XOW5U,0.0
ID_80YRJ3O,0.0
ID_81AXE0Q,0.0
ID_81FKF1X,0.0
ID_81FLY4S,0.0
ID_81FXC9D,0.0
ID_81IGR2Y,0.0
ID_81JII0Z,0.0
ID_82BAI2E,0.0
ID_82EOH1O,0.0
ID_82HMZ5Q,0.0
ID_82MRA2O,0.0
ID_82QGK1S,0.0
ID_82SRB2K,0.0
ID_82WAJ9C,0.0
ID_82WJQ2C,0.0
ID_82YMG0A,0.0
ID_83CBF1U,0.0
ID_83DUM6D,0.0
ID_83EKN9W,0.0
ID_83GWC2M,0.0
ID_83HMS7K,0.0
ID_83HOM9O,0.0
ID_83HQS1G,0.0
ID_83JHB8M,0.0
ID_83MRF4P,0.0
